"gene_name","Condition","Drug","Time","logFC","adj.P.Val"
"AARS1","PIPD_24h","PIPD","24h",-1.27885245830547,3.09646851673505e-07
"ABCA2","PIPD_24h","PIPD","24h",1.20243710437867,1.52223977712645e-12
"ABCF2","PIPD_8h","PIPD","8h",-1.09090665900365,3.47277075414711e-18
"ABLIM2","PIPD_8h","PIPD","8h",1.06189981723643,2.77521232144071e-05
"ACCS","PIPD_8h","PIPD","8h",1.04626489277134,1.22862413675524e-08
"ACTL8","PIPD_24h","PIPD","24h",-1.4538114076258,0.000519975786918974
"ACTR3C","PIPD_24h","PIPD","24h",1.20874015531293,7.32439598873355e-13
"ADAMTS16","PIPD_4h","PIPD","4h",1.28274979738419,4.09256567869307e-09
"ADAMTS16","PIPD_24h","PIPD","24h",1.06870206902767,3.79307963699081e-07
"ADAT2","PIPD_4h","PIPD","4h",-1.15050425546579,1.11754691487015e-08
"ADAT2","PIPD_8h","PIPD","8h",-1.50544098568204,1.18606835645883e-11
"ADCY10P1","PIPD_24h","PIPD","24h",1.40174582118156,1.17034714322711e-05
"ADGRD1","PIPD_4h","PIPD","4h",1.3553977934938,0.0365846445718693
"ADIRF-AS1","PIPD_4h","PIPD","4h",1.33468296930358,2.57554684584562e-07
"ADIRF-AS1","PIPD_8h","PIPD","8h",1.4654261138237,4.5643548472128e-08
"ADM5","PIPD_4h","PIPD","4h",-1.24369726141703,5.85553243936959e-06
"ADORA2B","PIPD_4h","PIPD","4h",-1.04605716452866,7.07128680149807e-07
"AGBL2","PIPD_8h","PIPD","8h",1.26715037994652,0.00617707968757829
"AGR2","PIPD_8h","PIPD","8h",-1.12196361743189,0.000874269434439341
"AGR2","PIPD_24h","PIPD","24h",-2.00750097830657,2.54745358370899e-06
"AHNAK2","PIPD_8h","PIPD","8h",1.28383762140987,4.94562058974178e-09
"AIMP2","PIPD_8h","PIPD","8h",-1.11465815981803,6.34870482698241e-15
"AKAP1-DT","PIPD_4h","PIPD","4h",1.83792003726022,0.000515267078524095
"AKAP6","PIPD_8h","PIPD","8h",1.43338792014617,4.88011964588145e-07
"AKTIP","PIPD_24h","PIPD","24h",-1.00044857350531,1.08468422119388e-12
"ALAD","PIPD_24h","PIPD","24h",1.2332785183976,1.23250425546198e-13
"ALDH6A1","PIPD_8h","PIPD","8h",1.10039061176056,2.01206023046537e-21
"ALKBH8","PIPD_24h","PIPD","24h",-1.25285453509478,8.31152119183473e-16
"ALOX12-AS1","PIPD_24h","PIPD","24h",1.07715272570931,0.00120975284019278
"ALOX5AP","PIPD_24h","PIPD","24h",1.82122905441292,0.00212799283014509
"ALPK1","PIPD_8h","PIPD","8h",1.31037328726195,3.02657169401061e-06
"ALYREF","PIPD_8h","PIPD","8h",-1.03592101603277,1.11064485271236e-15
"AMIGO2","PIPD_24h","PIPD","24h",-1.16772307696184,4.85532719106309e-11
"AMPD2","PIPD_4h","PIPD","4h",-1.02389363852941,1.61775908001743e-15
"AMT","PIPD_24h","PIPD","24h",1.20588240591901,0.0257790122313553
"ANKMY1","PIPD_24h","PIPD","24h",-1.04928614807801,2.87884194471759e-13
"ANKRA2","PIPD_4h","PIPD","4h",1.13083115529981,8.27848694962063e-09
"ANKRD20A11P","PIPD_24h","PIPD","24h",-1.22529238515918,0.00729548474848191
"ANKRD24","PIPD_8h","PIPD","8h",2.04500883233534,4.62455609249675e-05
"ANKRD31","PIPD_24h","PIPD","24h",-1.23411763915675,0.000242832346443287
"ANO10","PIPD_24h","PIPD","24h",1.22591916268606,5.77877798965217e-20
"ANXA8","PIPD_4h","PIPD","4h",1.14157632558307,1.10624823566381e-07
"ANXA8","PIPD_8h","PIPD","8h",1.13819253260974,3.98846177037214e-08
"AP1AR","PIPD_24h","PIPD","24h",-1.54900124958635,1.24949804667904e-16
"AP3M2","PIPD_8h","PIPD","8h",-1.06492715767897,4.50132295675643e-14
"AP3M2","PIPD_24h","PIPD","24h",-1.23114007877161,3.35752262297788e-17
"APBB3","PIPD_24h","PIPD","24h",1.18167951509042,1.08199593539212e-13
"APC2","PIPD_24h","PIPD","24h",1.16516978977919,1.18601341892043e-10
"APOL2","PIPD_24h","PIPD","24h",1.61597663993959,9.75015506913519e-30
"APOLD1","PIPD_4h","PIPD","4h",1.36300690444001,7.22170703638547e-05
"APOLD1","PIPD_8h","PIPD","8h",1.0355472353274,0.000829357462868378
"APOLD1","PIPD_24h","PIPD","24h",-1.13064253203228,0.000440751767061488
"ARHGEF10L","PIPD_8h","PIPD","8h",1.16128097108948,9.93959494565211e-12
"ARHGEF17","PIPD_24h","PIPD","24h",1.01045581395117,2.59509934460079e-15
"ARHGEF2-AS2","PIPD_8h","PIPD","8h",1.07261184345362,0.00326222652336173
"ARHGEF39","PIPD_24h","PIPD","24h",-1.03327077241538,2.12809093974989e-08
"ARL13B","PIPD_24h","PIPD","24h",-1.06725709885309,1.99343500039588e-11
"ARMC6","PIPD_8h","PIPD","8h",-1.01431131096108,9.68267274770967e-17
"ARMCX5-GPRASP2","PIPD_4h","PIPD","4h",-2.5117158882125,0.0380623754111629
"ARPC4-TTLL3","PIPD_24h","PIPD","24h",1.19614680229528,0.0149595353899054
"ARPC5L","PIPD_24h","PIPD","24h",-1.05370905315393,2.28491993117424e-18
"ARSA","PIPD_24h","PIPD","24h",1.1611255400087,6.19025842751496e-14
"ARSG","PIPD_24h","PIPD","24h",-1.02865657518586,0.000348719208318406
"ARSJ","PIPD_4h","PIPD","4h",-1.03079538445795,0.00492119349675352
"ASDURF","PIPD_24h","PIPD","24h",-2.03959726652956,0.0297455412338048
"ASIC1","PIPD_24h","PIPD","24h",1.20178576815653,8.9375115511909e-15
"ASMTL-AS1","PIPD_24h","PIPD","24h",1.0805800491365,9.2842738073203e-05
"ASNSP4","PIPD_24h","PIPD","24h",-4.34792715230215,5.65896825076418e-05
"ATAD2","PIPD_8h","PIPD","8h",-1.04582232828047,1.04095830075211e-13
"ATAD3A","PIPD_8h","PIPD","8h",-1.52054189981142,4.73388530252814e-21
"ATAD3B","PIPD_8h","PIPD","8h",-1.65238212488515,1.00430291565347e-17
"ATG14","PIPD_4h","PIPD","4h",1.35539634177802,2.0108682831175e-17
"ATL2","PIPD_24h","PIPD","24h",-1.05074102349174,5.0500241542027e-22
"ATP2A3","PIPD_8h","PIPD","8h",1.14354245829955,1.59301704149711e-09
"ATP2A3","PIPD_24h","PIPD","24h",1.33597879900494,3.49309961904966e-13
"ATP2C2-AS1","PIPD_8h","PIPD","8h",1.50099918288643,1.41811847074196e-05
"ATP6V0A1","PIPD_24h","PIPD","24h",1.16096986360539,8.83360560493414e-16
"ATP6V0D1","PIPD_24h","PIPD","24h",1.02976805029271,3.7244301163699e-18
"ATP6V1G2-DDX39B","PIPD_4h","PIPD","4h",-4.03407558617181,0.0143141361591885
"ATXN1-AS1","PIPD_4h","PIPD","4h",1.07507018867731,3.42556709737288e-05
"AUNIP","PIPD_8h","PIPD","8h",-1.31677328116946,6.41995982264794e-11
"AUNIP","PIPD_24h","PIPD","24h",-1.7619693405747,3.90358576489169e-14
"AZIN1","PIPD_24h","PIPD","24h",-1.00966959104418,1.64337575772131e-16
"B2M","PIPD_24h","PIPD","24h",1.18113075565132,1.22604891187743e-21
"B3GALT9","PIPD_4h","PIPD","4h",1.08813759416392,0.000223171794795154
"B3GALT9","PIPD_24h","PIPD","24h",-1.0007275729135,9.05497082955187e-05
"B3GNT2","PIPD_24h","PIPD","24h",1.1076252973603,4.5839712754606e-23
"BAALC-AS1","PIPD_8h","PIPD","8h",1.37250883075149,3.19500003637774e-08
"BACE2","PIPD_24h","PIPD","24h",1.16894169794208,1.31222547587949e-26
"BBOF1","PIPD_24h","PIPD","24h",1.06956258288706,6.53952620345337e-05
"BCAS2P1","PIPD_8h","PIPD","8h",-1.28841651945288,0.00641433280525208
"BCAS3","PIPD_8h","PIPD","8h",1.09408666139318,1.26376349105802e-08
"BCKDHA","PIPD_8h","PIPD","8h",1.03887916831681,1.22150826297098e-17
"BCL2L11","PIPD_2h","PIPD","2h",1.18450442131802,1.76596558620754e-16
"BCL2L11","PIPD_4h","PIPD","4h",1.26044506180726,1.54338852101077e-17
"BCL2L11","PIPD_24h","PIPD","24h",1.05190928177879,2.73741520668594e-14
"BCL2L12","PIPD_24h","PIPD","24h",-1.02906650801318,3.17831080417518e-14
"BCS1L","PIPD_24h","PIPD","24h",-1.03444855742587,1.95894779344465e-14
"BHLHB9","PIPD_4h","PIPD","4h",1.05178837385002,4.70304513595877e-11
"BHLHB9","PIPD_8h","PIPD","8h",1.0517061481339,7.85902099853207e-12
"BICD1","PIPD_24h","PIPD","24h",-1.06637809487742,1.1570420115959e-15
"BIRC7","PIPD_8h","PIPD","8h",1.15442494644359,0.000958932081520799
"BIRC7","PIPD_24h","PIPD","24h",1.2717270274001,7.63959472726875e-05
"BMS1P2","PIPD_4h","PIPD","4h",1.59927096350779,0.00533442388686843
"BOD1","PIPD_24h","PIPD","24h",-1.14616959519396,1.41452013494001e-12
"BOLA3","PIPD_24h","PIPD","24h",-1.19123050309527,5.97533990025581e-13
"BRCA2","PIPD_24h","PIPD","24h",-1.07566309274565,3.07236213485077e-09
"BRI3BP","PIPD_8h","PIPD","8h",-1.15538095525146,1.01168290168229e-16
"BRIX1","PIPD_4h","PIPD","4h",-1.29742005400268,1.13879888765339e-16
"BRIX1","PIPD_8h","PIPD","8h",-1.21036379721685,1.30770537081439e-15
"BTF3L4","PIPD_24h","PIPD","24h",-1.13595193317111,2.12747299219993e-16
"BTF3L4P2","PIPD_24h","PIPD","24h",-1.28100938906489,1.37404819801672e-07
"BYSL","PIPD_4h","PIPD","4h",-1.36488102149477,1.35565590756792e-17
"BYSL","PIPD_8h","PIPD","8h",-1.4300500916242,1.07637933889171e-18
"C10orf88B","PIPD_24h","PIPD","24h",-1.19182465331884,0.000185313652120993
"C12orf73","PIPD_24h","PIPD","24h",-1.13300169452957,2.23337993890372e-10
"C12orf76","PIPD_4h","PIPD","4h",1.15943139396502,7.2554236789864e-07
"C14orf93","PIPD_8h","PIPD","8h",1.05360925094904,1.15808194991436e-11
"C17orf100","PIPD_4h","PIPD","4h",1.25659188733766,5.32155355148364e-06
"C17orf100","PIPD_8h","PIPD","8h",1.08735767380682,1.32954045928154e-06
"C17orf113","PIPD_4h","PIPD","4h",1.09601857944018,2.07784614391529e-05
"C17orf113","PIPD_8h","PIPD","8h",1.05904080207883,3.13438681742897e-06
"C18orf54","PIPD_24h","PIPD","24h",-1.07345517780983,3.23360374365649e-06
"C19orf48","PIPD_8h","PIPD","8h",-1.03813510431701,2.04500186860732e-14
"C19orf48","PIPD_24h","PIPD","24h",-1.51697535207253,2.12614403477838e-21
"C1GALT1C1L","PIPD_4h","PIPD","4h",1.15708552501805,0.0105755185433225
"C1orf109","PIPD_8h","PIPD","8h",-1.02810021130955,5.97684751911228e-14
"C1orf122","PIPD_8h","PIPD","8h",-1.07225147342567,3.26967652637225e-13
"C1RL","PIPD_8h","PIPD","8h",1.01164899403517,2.42668652837291e-12
"C4A","PIPD_8h","PIPD","8h",1.47954605498788,0.0306253739865626
"C5","PIPD_8h","PIPD","8h",1.20866714703687,4.39097608904006e-08
"C5orf46","PIPD_8h","PIPD","8h",1.03696952411214,0.0102219639612265
"C5orf46","PIPD_24h","PIPD","24h",1.12180176158567,0.00912753278542809
"C8orf44","PIPD_4h","PIPD","4h",1.07075192679886,0.000675711773523259
"C8orf44","PIPD_8h","PIPD","8h",1.28888184374908,7.90160599633638e-06
"C8orf44","PIPD_24h","PIPD","24h",1.06004760367998,0.000966603732749048
"C9orf40","PIPD_24h","PIPD","24h",-1.03813662410947,1.20519224471234e-10
"CACFD1","PIPD_24h","PIPD","24h",1.17565849976558,5.10860258115175e-15
"CACNB3","PIPD_24h","PIPD","24h",1.12288055989769,4.42852087802092e-15
"CALML3-AS1","PIPD_8h","PIPD","8h",1.39189717091229,0.00805869593979653
"CAMK2G","PIPD_24h","PIPD","24h",1.03723730211439,1.27937608653215e-18
"CAMKK1","PIPD_4h","PIPD","4h",-1.13959014640889,3.4123812636325e-07
"CARD8-AS1","PIPD_4h","PIPD","4h",1.06898745023885,3.74974271235309e-07
"CASZ1","PIPD_4h","PIPD","4h",1.07590102204386,4.14007016681439e-16
"CCDC144CP","PIPD_8h","PIPD","8h",-1.35516465936085,0.0345896599404633
"CCDC146","PIPD_8h","PIPD","8h",1.43826454815314,0.0130157143024315
"CCDC150","PIPD_24h","PIPD","24h",-1.03413445362378,1.29522921619478e-05
"CCDC18-AS1","PIPD_8h","PIPD","8h",1.03199892455282,0.0014558783294082
"CCDC34","PIPD_24h","PIPD","24h",-1.15983135240361,1.24622515852837e-12
"CCDC59","PIPD_24h","PIPD","24h",-1.1730233044803,1.54727878386325e-15
"CCDC77","PIPD_4h","PIPD","4h",1.15192484002587,1.44308734685594e-10
"CCL26","PIPD_8h","PIPD","8h",-1.1544902412676,0.0477585210361498
"CCL5","PIPD_24h","PIPD","24h",1.20927500806674,7.85552719118629e-09
"CCNE1","PIPD_8h","PIPD","8h",-1.25974303520111,6.73762718873115e-15
"CCPG1","PIPD_24h","PIPD","24h",-1.055112837493,2.62542755361031e-11
"CCSER1","PIPD_8h","PIPD","8h",-1.12038942524117,0.00685608640648954
"CCT6B","PIPD_8h","PIPD","8h",1.85248874923479,0.000707975615831832
"CD24","PIPD_24h","PIPD","24h",1.22300774808922,1.53358050985276e-15
"CDC14B","PIPD_8h","PIPD","8h",1.02155699679981,3.26911166125664e-18
"CDK2AP2","PIPD_24h","PIPD","24h",1.78660897809704,1.29130851947882e-14
"CDK5R1","PIPD_8h","PIPD","8h",-1.01468561844046,6.08802968375067e-10
"CDKN1A","PIPD_24h","PIPD","24h",-1.14188905753391,3.65512398709311e-12
"CDX2","PIPD_4h","PIPD","4h",1.33774968390253,1.06505114753715e-17
"CDX2","PIPD_8h","PIPD","8h",1.05202325035474,5.40096902743949e-14
"CDX2","PIPD_24h","PIPD","24h",1.44101464161744,1.06205656345899e-19
"CEBPG","PIPD_24h","PIPD","24h",-1.36609491298926,7.95885191995768e-10
"CENPL","PIPD_24h","PIPD","24h",-1.35621360282879,6.44874995679798e-16
"CENPM","PIPD_24h","PIPD","24h",-1.12776985440953,3.8507643716252e-07
"CENPS-CORT","PIPD_24h","PIPD","24h",-2.59119399263736,0.0100664381273029
"CENPV","PIPD_8h","PIPD","8h",-1.09303955136493,9.71329144515819e-18
"CENPV","PIPD_24h","PIPD","24h",-1.05763939844549,3.72106664319004e-17
"CEP126","PIPD_4h","PIPD","4h",1.0170426912479,1.85922745509416e-06
"CEP164","PIPD_24h","PIPD","24h",-1.03470072549006,2.8621913274212e-21
"CEP44","PIPD_4h","PIPD","4h",1.28331136039766,1.85297962464703e-12
"CEP57L1","PIPD_24h","PIPD","24h",-1.05777864553612,5.41131104422997e-13
"CEP83","PIPD_24h","PIPD","24h",-1.00139662801065,2.01884151133859e-11
"CGNL1","PIPD_8h","PIPD","8h",1.54497476233985,0.00274671890195483
"CGNL1","PIPD_24h","PIPD","24h",1.64764219516665,0.00219595689927768
"CHCHD4","PIPD_24h","PIPD","24h",-1.02304881627375,6.42880951854549e-14
"CHD6","PIPD_4h","PIPD","4h",1.13165799681533,4.90929505999284e-19
"CHMP4C","PIPD_24h","PIPD","24h",-1.09412960602916,3.3027778425116e-13
"CHN1","PIPD_8h","PIPD","8h",-1.0229367419739,0.0429154228802063
"CHRNA10","PIPD_4h","PIPD","4h",-1.32849900720365,0.000528471258904567
"CHROMR","PIPD_4h","PIPD","4h",1.07174272049878,7.64725264263087e-12
"CKAP2","PIPD_24h","PIPD","24h",-1.00514425152608,2.50460057570131e-12
"CKAP5","PIPD_24h","PIPD","24h",-1.00305210689325,5.41010876999564e-16
"CLCN3","PIPD_24h","PIPD","24h",-1.00913163721678,4.77840625761482e-16
"CLCN5","PIPD_8h","PIPD","8h",-1.29327410581206,1.061417426068e-16
"CLCN5","PIPD_24h","PIPD","24h",-1.24514594691517,6.27160224156682e-17
"CLDN23","PIPD_24h","PIPD","24h",1.26756231705816,9.92244540243685e-13
"CLDN6","PIPD_24h","PIPD","24h",1.6549803003528,5.5650362371113e-19
"CLIC4","PIPD_24h","PIPD","24h",-1.04940004421994,3.92031329001502e-09
"CLUAP1","PIPD_4h","PIPD","4h",1.04126189415425,2.9851340177123e-09
"CLUH","PIPD_8h","PIPD","8h",-1.16083313970231,8.22983122303413e-19
"CNIH2","PIPD_2h","PIPD","2h",-1.34576690911995,0.0483036446745877
"CNKSR3","PIPD_8h","PIPD","8h",-1.04739193083017,2.96833908422356e-07
"CNNM2","PIPD_4h","PIPD","4h",1.5659222274091,4.76396956474955e-19
"CNPY4","PIPD_24h","PIPD","24h",1.20700629222213,1.58667154821968e-06
"CNTRL","PIPD_4h","PIPD","4h",1.38945136900276,3.11052324543879e-11
"CNTRL","PIPD_8h","PIPD","8h",1.14950907205161,1.1245232857299e-09
"CNTRL","PIPD_24h","PIPD","24h",1.66922018905147,3.17156349045688e-15
"COA7","PIPD_4h","PIPD","4h",-1.18678601924205,1.92620301199536e-15
"COA7","PIPD_8h","PIPD","8h",-1.23491919304416,3.7680435422227e-16
"COL5A2","PIPD_8h","PIPD","8h",1.27118493226308,0.00166747413105916
"COL5A3","PIPD_24h","PIPD","24h",1.57943054493545,1.57844092490717e-06
"COMMD9","PIPD_24h","PIPD","24h",1.00196833179118,6.09294550449295e-15
"COQ3","PIPD_24h","PIPD","24h",-1.00712063723823,5.37010284150212e-07
"COQ8A","PIPD_4h","PIPD","4h",1.13857947596585,5.4285527379582e-21
"CORO1A","PIPD_8h","PIPD","8h",-1.10127692367083,0.000594958388522881
"CPLX1","PIPD_8h","PIPD","8h",-1.03518964215388,6.24048708746751e-08
"CRELD1","PIPD_24h","PIPD","24h",1.87255204166381,8.43487348717115e-14
"CRIM1","PIPD_24h","PIPD","24h",1.01341964599763,6.18259744662971e-12
"CRY1","PIPD_24h","PIPD","24h",-1.11006743919226,3.65920481273249e-15
"CSF1","PIPD_4h","PIPD","4h",-1.01703726429407,8.66255943416403e-10
"CSPG4P12","PIPD_8h","PIPD","8h",1.05489402072357,0.0208945402070009
"CTPS1","PIPD_4h","PIPD","4h",-1.07276684499514,2.37411143528979e-12
"CTPS1","PIPD_8h","PIPD","8h",-2.04883053974226,2.23297901100028e-22
"CTPS1","PIPD_24h","PIPD","24h",-1.18011380468988,8.84995063884833e-14
"CTSA","PIPD_24h","PIPD","24h",1.25453903486819,1.03469955902842e-25
"CTSD","PIPD_24h","PIPD","24h",1.26823392474089,1.59051474944676e-22
"CTSH","PIPD_24h","PIPD","24h",1.0138391870831,8.49833838197774e-18
"CTU2","PIPD_8h","PIPD","8h",-1.00610946633177,1.70239159509783e-11
"CTU2","PIPD_24h","PIPD","24h",-1.2927611353066,1.6634323158837e-14
"CTXN1","PIPD_24h","PIPD","24h",1.35565250682891,1.79192084310819e-14
"CUTA","PIPD_24h","PIPD","24h",1.09339178799797,4.73294974274468e-15
"CUZD1","PIPD_24h","PIPD","24h",-2.07420857299404,0.0491877062595429
"CWC27","PIPD_24h","PIPD","24h",-1.06713183528533,2.53933349419916e-17
"CXCL11","PIPD_24h","PIPD","24h",1.13722836544845,0.00261923775592105
"CYCS","PIPD_4h","PIPD","4h",-1.01260366675704,4.83212989255755e-14
"CYCS","PIPD_8h","PIPD","8h",-1.43567422798266,5.18866190641086e-20
"CYLD","PIPD_4h","PIPD","4h",1.19019231730922,7.53792595134093e-15
"CYLD","PIPD_8h","PIPD","8h",1.02372223270468,1.28822963878642e-14
"CYP2D8P","PIPD_24h","PIPD","24h",1.46912459054395,0.00660661624798359
"DAPK2","PIPD_24h","PIPD","24h",1.0433085519851,8.78149819438641e-07
"DCLRE1A","PIPD_24h","PIPD","24h",-1.00381933569073,1.82598974961558e-13
"DCTPP1","PIPD_8h","PIPD","8h",-1.09578925696627,7.41619987809289e-16
"DCUN1D5","PIPD_24h","PIPD","24h",-1.34973265668595,3.66018431257046e-21
"DDX10","PIPD_8h","PIPD","8h",-1.09696658561437,2.86918532306677e-16
"DDX10","PIPD_24h","PIPD","24h",-1.02194810981052,4.04326544242311e-14
"DDX31","PIPD_4h","PIPD","4h",-1.05157029671406,1.11380085446234e-16
"DDX31","PIPD_8h","PIPD","8h",-1.06225694542492,2.55160892034017e-17
"DEDD2","PIPD_2h","PIPD","2h",1.04289245621606,6.97528205534395e-09
"DENND6B","PIPD_24h","PIPD","24h",1.13739225022482,4.00984513728736e-10
"DEPDC1B","PIPD_24h","PIPD","24h",-1.06184618393387,1.15799004612362e-06
"DESI1","PIPD_24h","PIPD","24h",-1.03984688419208,1.30202297658759e-17
"DET1","PIPD_4h","PIPD","4h",1.72137363420507,0.00328651434554772
"DHODH","PIPD_24h","PIPD","24h",-1.18136226276942,5.45591657179751e-14
"DHRS1","PIPD_24h","PIPD","24h",1.1365594528362,1.65106932853999e-16
"DHRS13","PIPD_8h","PIPD","8h",-1.10551403600141,1.3876708065477e-11
"DHX37","PIPD_8h","PIPD","8h",-1.2302505969696,2.02668349556128e-21
"DHX58","PIPD_24h","PIPD","24h",1.14916905114429,0.000418445931134456
"DICER1-AS1","PIPD_8h","PIPD","8h",1.19155863783365,6.44646473415661e-07
"DIPK2A","PIPD_24h","PIPD","24h",1.28422559476481,1.33731547594936e-13
"DIRAS1","PIPD_24h","PIPD","24h",1.09804550607915,1.00756566174649e-07
"DKC1","PIPD_8h","PIPD","8h",-1.1203329060886,7.01488328696214e-20
"DKC1","PIPD_24h","PIPD","24h",-1.14181026475901,1.27724472841394e-20
"DLX4","PIPD_8h","PIPD","8h",1.29667627787709,5.49391791422751e-09
"DLX4","PIPD_24h","PIPD","24h",1.03410763427752,5.53444908877933e-07
"DMRT1","PIPD_24h","PIPD","24h",1.13589066251831,3.98221893374118e-05
"DNAH1","PIPD_24h","PIPD","24h",1.03556140562838,0.000160825824555778
"DNAH5","PIPD_24h","PIPD","24h",1.18168446626754,0.00668469172102778
"DNAJA1","PIPD_4h","PIPD","4h",-1.08537963220013,2.15938901839413e-07
"DNAJA3","PIPD_24h","PIPD","24h",-1.16226351120568,9.63580765628753e-24
"DNAJC9","PIPD_8h","PIPD","8h",-1.04778597102671,7.06158823339386e-16
"DNAJC9","PIPD_24h","PIPD","24h",-1.0049828655427,1.02253218630277e-14
"DNASE1L2","PIPD_24h","PIPD","24h",1.31348634654875,0.00019107629931268
"DNMT1","PIPD_8h","PIPD","8h",-1.05667780288783,5.34876125339442e-15
"DOCK3","PIPD_4h","PIPD","4h",1.39455813296186,1.31576357937035e-05
"DOCK3","PIPD_8h","PIPD","8h",1.1636841455484,7.10653367388405e-05
"DOHH","PIPD_8h","PIPD","8h",-1.16438763097509,1.95477855351649e-16
"DOK3","PIPD_24h","PIPD","24h",-1.24307891431436,2.62379210903978e-05
"DPH2","PIPD_8h","PIPD","8h",-1.34477944069527,3.97300472930762e-18
"DQX1","PIPD_4h","PIPD","4h",1.09221335790723,0.00582771070934706
"DQX1","PIPD_8h","PIPD","8h",1.16538239577319,0.000184514746386726
"DUS3L","PIPD_8h","PIPD","8h",-1.24297237746566,4.60107200465922e-17
"DYRK1B","PIPD_2h","PIPD","2h",-1.18637679879202,0.00013313053206452
"DYRK1B","PIPD_4h","PIPD","4h",-1.01734410477087,0.000155809847140059
"E2F3","PIPD_4h","PIPD","4h",-1.07322755800396,4.56537776461699e-20
"E2F3","PIPD_8h","PIPD","8h",-1.06976270103591,2.72746215205221e-20
"E2F5","PIPD_4h","PIPD","4h",-1.02536604791331,4.74739638072203e-11
"E2F5","PIPD_24h","PIPD","24h",-1.07303096121355,3.69398941439661e-15
"EARS2","PIPD_8h","PIPD","8h",-1.15686631606315,7.28980417961369e-18
"EDA2R","PIPD_24h","PIPD","24h",-1.08789086231256,0.000210727417857378
"EEF1AKMT4","PIPD_4h","PIPD","4h",-1.13184455622557,5.11172596849606e-11
"EEF1AKMT4","PIPD_8h","PIPD","8h",-1.20332499160015,2.18947001682664e-12
"EEF1AKMT4","PIPD_24h","PIPD","24h",-1.08537382159327,9.95208286014441e-11
"EEF2KMT","PIPD_8h","PIPD","8h",-1.33893585670282,2.26530140018267e-12
"EFNA1","PIPD_2h","PIPD","2h",1.57373802732446,2.49162425118989e-21
"EFNA1","PIPD_4h","PIPD","4h",1.44842209500119,1.16873173552117e-19
"EFNA1","PIPD_24h","PIPD","24h",1.24112891501373,2.49188896742801e-17
"EIF1","PIPD_24h","PIPD","24h",-1.54886935063528,9.89143094987389e-18
"EIF1B","PIPD_24h","PIPD","24h",-1.14323594368771,2.17696825935681e-16
"EIF2AK3-DT","PIPD_8h","PIPD","8h",1.12284287938834,0.0281530548261815
"EIF2B3","PIPD_8h","PIPD","8h",-1.35719691284975,1.1810485210599e-15
"EIF2S2","PIPD_24h","PIPD","24h",-1.17999244661014,1.20102698418544e-11
"EIF2S2P3","PIPD_24h","PIPD","24h",-1.44437046065141,9.28410990961356e-09
"EIF2S2P4","PIPD_24h","PIPD","24h",-1.57300305674469,1.61421696919807e-10
"EIF3FP1","PIPD_8h","PIPD","8h",-2.10303719580666,0.0441683855328341
"EIF4EBP3","PIPD_8h","PIPD","8h",2.89169010561442,0.0462940004285988
"EIF5","PIPD_24h","PIPD","24h",-1.22076736607563,1.52757543254624e-14
"EIF5AL1","PIPD_8h","PIPD","8h",-1.05014526018315,0.0180269441556607
"EME1","PIPD_24h","PIPD","24h",-1.10773938164444,6.14372833803543e-09
"EMG1","PIPD_8h","PIPD","8h",-1.17795047248985,5.91838890997475e-17
"ENTPD1-AS1","PIPD_8h","PIPD","8h",-1.23515175199323,1.14426085903636e-16
"ENTR1","PIPD_8h","PIPD","8h",-1.26550441835928,2.72746215205221e-20
"ENTR1","PIPD_24h","PIPD","24h",-1.10100353488601,1.36705306612657e-18
"EPB41L4A-AS1","PIPD_24h","PIPD","24h",-1.43750452390854,3.01044020601037e-11
"EPOR","PIPD_24h","PIPD","24h",1.43040400004188,3.82343811581006e-14
"EPRS1","PIPD_24h","PIPD","24h",-1.52285609626405,1.21852642003805e-11
"ERAP1","PIPD_24h","PIPD","24h",1.07285546833501,2.70166489421236e-22
"ERICH2","PIPD_8h","PIPD","8h",1.14885530255441,0.00663318253903913
"ERICH2","PIPD_24h","PIPD","24h",-1.41940804597746,1.13170667681808e-05
"ERMAP","PIPD_8h","PIPD","8h",1.09212419720578,5.3468736193669e-10
"ERVE-1","PIPD_4h","PIPD","4h",1.71827657994954,7.10386798966278e-05
"ETFBKMT","PIPD_8h","PIPD","8h",1.50330142715788,0.0109377325084064
"EXOSC2","PIPD_8h","PIPD","8h",-1.05805093155483,9.33249577984442e-16
"EXTL3-AS1","PIPD_4h","PIPD","4h",1.62763427852847,0.00247913479638342
"FAAH","PIPD_4h","PIPD","4h",-1.69230125961197,0.000708709134135614
"FAAH","PIPD_24h","PIPD","24h",1.03308131837869,0.0103868769154775
"FAAH2","PIPD_8h","PIPD","8h",1.29118816726445,6.61003723100662e-07
"FAF1","PIPD_24h","PIPD","24h",-1.1976583073443,5.61071511320017e-18
"FAM149B1","PIPD_8h","PIPD","8h",1.13948537611244,2.65325438247696e-10
"FAM157A","PIPD_24h","PIPD","24h",2.3173113532457,0.0109059864304539
"FAM169A","PIPD_24h","PIPD","24h",-1.12131983057966,6.39754707620955e-18
"FAM171A2","PIPD_24h","PIPD","24h",1.07477832900861,8.9157465483751e-06
"FAM227B","PIPD_4h","PIPD","4h",1.08901167544301,0.0130653440780517
"FAM227B","PIPD_8h","PIPD","8h",1.04968856534236,0.00185540788704669
"FAM229A","PIPD_4h","PIPD","4h",1.05157720985379,3.62019375175646e-07
